"caja";"fact_anul";"fact_cred";"codi_clie";"codi_fact";"vcr_num_fac";"vcr_fecha";"vcr_suman";"vcr_iva";"vcr_tipo";"vcr_divisa";"usuario"
"004";FALSO;FALSO;"0003149";"0000127693";"0001072";"2019-03-29";3.65;0.44;E;USD;"005"
"004";FALSO;FALSO;"0003149";"0000127829";"0001122";"2019-04-01";11.54;1.38;E;USD;"010"
"004";FALSO;FALSO;"0003149";"0000128123";"0001225";"2019-04-03";10.18;1.22;E;USD;"005"
"003";FALSO;FALSO;"0003149";"0000128613";"0000503";"2019-04-09";40.45;4.85;E;USD;"010"
"003";FALSO;FALSO;"0003151";"0000124913";"0000066";"2019-02-22";15.69;1.88;E;USD;"010"
"003";FALSO;FALSO;"0003151";"0000126186";"0000222";"2019-03-12";23.65;2.84;E;USD;"005"
"004";FALSO;FALSO;"0003151";"0000127960";"0001160";"2019-04-02";13.65;1.64;E;USD;"005"
"003";FALSO;FALSO;"0003151";"0000128144";"0000456";"2019-04-04";26.40;3.17;E;USD;"010"
"004";FALSO;FALSO;"0003151";"0000129454";"0001716";"2019-04-18";33.72;4.05;E;USD;"011"
"004";FALSO;FALSO;"0003153";"0000127811";"0001115";"2019-03-30";11.88;1.43;E;USD;"010"
"004";FALSO;FALSO;"0003153";"0000127812";"0001116";"2019-03-30";25.48;3.06;E;USD;"005"
"004";FALSO;FALSO;"0003153";"0000127818";"0001119";"2019-03-30";7.86;0.94;E;USD;"005"
"003";FALSO;FALSO;"0003161";"0000125310";"0000116";"2019-02-27";11.49;1.38;E;USD;"010"
"004";FALSO;FALSO;"0003169";"0000125943";"0000501";"2019-03-09";36.61;4.39;E;USD;"009"
"004";FALSO;FALSO;"0003183";"0000127789";"0001106";"2019-03-30";26.29;3.15;E;USD;"005"
"004";FALSO;FALSO;"0003183";"0000127794";"0001107";"2019-03-30";2.67;0.32;E;USD;"005"
"004";FALSO;FALSO;"0003184";"0000126293";"0000605";"2019-03-13";8.15;0.98;E;USD;"009"
"004";FALSO;FALSO;"0003184";"0000130208";"0002009";"2019-04-27";4.34;0.52;E;USD;"005"
"004";FALSO;FALSO;"0003198";"0000128651";"0001416";"2019-04-09";6.74;0.81;E;USD;"009"
"004";FALSO;FALSO;"0003218";"0000128730";"0001454";"2019-04-10";4.58;0.55;E;USD;"009"
"004";FALSO;FALSO;"0003218";"0000129955";"0001908";"2019-04-25";63.83;7.58;E;USD;"011"
"004";FALSO;FALSO;"0003218";"0000129956";"0001909";"2019-04-25";23.10;2.77;E;USD;"011"
"004";FALSO;FALSO;"0003218";"0000130063";"0001951";"2019-04-26";2.81;0.34;E;USD;"011"
"004";FALSO;FALSO;"0003218";"0000130064";"0001952";"2019-04-26";1.26;0.15;E;USD;"011"
"004";FALSO;FALSO;"0003221";"0000125398";"0000313";"2019-02-28";32.86;3.94;E;USD;"009"
"003";FALSO;FALSO;"0003229";"0000124571";"0000007";"2019-02-18";146.09;17.53;E;USD;"010"
"004";FALSO;FALSO;"0003229";"0000124698";"0000086";"2019-02-19";88.53;10.62;E;USD;"005"
"003";FALSO;FALSO;"0003229";"0000125366";"0000124";"2019-02-28";40.26;4.83;E;USD;"010"
"004";FALSO;VERDADERO;"0003229";"0000125778";"0000435";"2019-03-07";72.23;8.67;C;USD;"011"
"004";FALSO;FALSO;"0003229";"0000125899";"0000485";"2019-03-08";36.12;4.33;E;USD;"011"
"004";FALSO;VERDADERO;"0003229";"0000126513";"0000680";"2019-03-15";45.68;5.48;C;USD;"005"
"004";FALSO;FALSO;"0003229";"0000127045";"0000862";"2019-03-22";180.80;21.70;O;USD;"009"
"004";FALSO;FALSO;"0003229";"0000127564";"0001034";"2019-03-28";37.32;4.48;E;USD;"010"
"004";FALSO;FALSO;"0003229";"0000128094";"0001217";"2019-04-03";37.32;4.48;O;USD;"005"
"003";FALSO;FALSO;"0003229";"0000128745";"0000505";"2019-04-10";37.32;4.48;E;USD;"010"
"004";FALSO;FALSO;"0003229";"0000128834";"0001481";"2019-04-11";10.22;1.23;E;USD;"009"
"004";FALSO;FALSO;"0003229";"0000129850";"0001872";"2019-04-24";202.28;24.27;O;USD;"011"
"004";FALSO;FALSO;"0003251";"0000125939";"0000498";"2019-03-09";21.50;2.58;E;USD;"005"
"003";FALSO;FALSO;"0003251";"0000126051";"0000193";"2019-03-11";34.26;4.11;E;USD;"009"
"004";FALSO;FALSO;"0003251";"0000126310";"0000612";"2019-03-13";19.14;2.30;E;USD;"009"
"004";FALSO;FALSO;"0003251";"0000127903";"0001140";"2019-04-01";24.47;2.94;E;USD;"010"
"004";FALSO;FALSO;"0003251";"0000128448";"0001333";"2019-04-08";22.68;2.72;E;USD;"005"
"004";FALSO;FALSO;"0003263";"0000126928";"0000819";"2019-03-21";14.44;1.73;E;USD;"009"
"004";FALSO;FALSO;"0003271";"0000130341";"0002060";"2019-04-29";3.66;0.44;E;USD;"011"
"004";FALSO;FALSO;"0003289";"0000124706";"0000090";"2019-02-19";15.67;1.88;E;USD;"009"
"004";FALSO;FALSO;"0003289";"0000128677";"0001423";"2019-04-09";12.05;1.45;E;USD;"009"
"004";FALSO;FALSO;"0003295";"0000125199";"0000278";"2019-02-26";5.40;0.65;E;USD;"005"
"004";FALSO;FALSO;"0003308";"0000127521";"0001020";"2019-03-27";5.75;0.69;E;USD;"010"
"004";FALSO;FALSO;"0003313";"0000128898";"0001511";"2019-04-11";39.25;4.71;E;USD;"009"
"004";FALSO;FALSO;"0003313";"0000128899";"0001512";"2019-04-11";75.59;9.07;E;USD;"009"
"004";FALSO;FALSO;"0003313";"0000128900";"0001513";"2019-04-11";29.59;3.55;E;USD;"009"
"004";VERDADERO;FALSO;"0003313";"0000128906";"0001517";"2019-04-11";70.76;8.49;E;USD;"009"
"004";FALSO;FALSO;"0003313";"0000128907";"0001518";"2019-04-11";12.19;1.46;E;USD;"009"
"004";FALSO;VERDADERO;"0003313";"0000128918";"0001522";"2019-04-11";45.36;5.44;C;USD;"009"
"004";FALSO;FALSO;"0003313";"0000128919";"0001523";"2019-04-11";6.34;0.76;E;USD;"009"
"004";FALSO;FALSO;"0003313";"0000130238";"0002021";"2019-04-27";36.88;4.43;E;USD;"005"
"004";FALSO;FALSO;"0003315";"0000126312";"0000613";"2019-03-13";46.16;5.54;E;USD;"009"
"004";FALSO;FALSO;"0003315";"0000126585";"0000703";"2019-03-16";8.08;0.97;E;USD;"005"
"004";VERDADERO;FALSO;"0003315";"0000129878";"0001880";"2019-04-24";67.38;8.01;E;USD;"009"
"004";FALSO;FALSO;"0003315";"0000129879";"0001881";"2019-04-24";13.61;1.63;E;USD;"011"
"004";FALSO;FALSO;"0003315";"0000129887";"0001886";"2019-04-24";70.74;8.41;E;USD;"011"
"004";FALSO;FALSO;"0003348";"0000130441";"0002101";"2019-04-30";37.05;4.45;E;USD;"009"
"004";FALSO;FALSO;"0003349";"0000126520";"0000685";"2019-03-15";13.04;1.56;E;USD;"005"
"004";FALSO;FALSO;"0003356";"0000125507";"0000347";"2019-03-01";43.50;5.22;E;USD;"009"
"004";FALSO;FALSO;"0003357";"0000124674";"0000074";"2019-02-19";7.37;0.88;E;USD;"005"
"004";FALSO;FALSO;"0003357";"0000127635";"0001054";"2019-03-28";89.15;10.70;E;USD;"010"
"003";FALSO;FALSO;"0003370";"0000127033";"0000352";"2019-03-22";29.20;3.50;E;USD;"010"
"003";FALSO;FALSO;"0003373";"0000125552";"0000149";"2019-03-02";9.36;1.12;E;USD;"010"
"004";FALSO;FALSO;"0003373";"0000127433";"0000984";"2019-03-27";3.48;0.42;E;USD;"005"
"004";FALSO;FALSO;"0003373";"0000127668";"0001061";"2019-03-29";6.07;0.73;E;USD;"005"
"004";FALSO;FALSO;"0003373";"0000127788";"0001105";"2019-03-30";8.84;1.06;E;USD;"005"
"004";FALSO;FALSO;"0003373";"0000129159";"0001617";"2019-04-15";9.11;1.09;E;USD;"009"
"004";FALSO;FALSO;"0003373";"0000129607";"0001770";"2019-04-20";5.63;0.68;E;USD;"005"
"003";FALSO;FALSO;"0003373";"0000129891";"0000587";"2019-04-24";9.73;1.17;E;USD;"010"
"004";FALSO;FALSO;"0003389";"0000124933";"0000181";"2019-02-22";6.70;0.80;E;USD;"009"
"004";FALSO;FALSO;"0003395";"0000125478";"0000338";"2019-03-01";31.47;3.78;E;USD;"005"
"004";FALSO;FALSO;"0003395";"0000125479";"0000339";"2019-03-01";18.48;2.22;E;USD;"011"
"004";FALSO;FALSO;"0003395";"0000127571";"0001038";"2019-03-28";25.22;3.03;E;USD;"010"
"004";FALSO;FALSO;"0003395";"0000127572";"0001039";"2019-03-28";1.62;0.00;E;USD;"005"
"004";FALSO;FALSO;"0003395";"0000127815";"0001118";"2019-03-30";14.75;1.71;E;USD;"005"
"004";FALSO;FALSO;"0003395";"0000128331";"0001291";"2019-04-05";6.96;0.84;E;USD;"009"
"003";FALSO;VERDADERO;"0003406";"0000126716";"0000309";"2019-03-19";41.13;4.94;C;USD;"010"
"004";FALSO;FALSO;"0003410";"0000125453";"0000328";"2019-03-01";1.50;0.18;E;USD;"005"
"004";FALSO;FALSO;"0003410";"0000125639";"0000382";"2019-03-06";31.21;3.75;E;USD;"011"
"004";FALSO;FALSO;"0003410";"0000125723";"0000411";"2019-03-07";3.13;0.38;E;USD;"005"
"004";FALSO;FALSO;"0003410";"0000125994";"0000515";"2019-03-11";8.97;1.08;E;USD;"005"
"004";FALSO;FALSO;"0003410";"0000126764";"0000767";"2019-03-19";7.68;0.92;E;USD;"009"
"003";FALSO;FALSO;"0003410";"0000127439";"0000401";"2019-03-27";4.55;0.55;E;USD;"009"
"004";FALSO;FALSO;"0003410";"0000127714";"0001082";"2019-03-29";19.33;2.32;E;USD;"005"
"004";FALSO;FALSO;"0003410";"0000127715";"0001083";"2019-03-29";2.28;0.27;E;USD;"005"
"004";FALSO;FALSO;"0003410";"0000127934";"0001151";"2019-04-02";29.46;3.54;E;USD;"005"
"004";FALSO;FALSO;"0003410";"0000129367";"0001677";"2019-04-17";15.63;1.88;E;USD;"011"
"003";FALSO;FALSO;"0003410";"0000129858";"0000585";"2019-04-24";6.83;0.82;E;USD;"010"
"004";FALSO;FALSO;"0003422";"0000127696";"0001075";"2019-03-29";3.57;0.43;E;USD;"005"
"004";FALSO;FALSO;"0003431";"0000127766";"0001102";"2019-03-30";2.81;0.34;E;USD;"005"
"004";FALSO;FALSO;"0003431";"0000128769";"0001466";"2019-04-10";1.83;0.22;E;USD;"009"
"004";FALSO;FALSO;"0003431";"0000129528";"0001741";"2019-04-18";7.14;0.86;E;USD;"011"
"004";FALSO;FALSO;"0003437";"0000125866";"0000470";"2019-03-08";17.15;2.06;E;USD;"011"
"003";VERDADERO;VERDADERO;"0003439";"0000125348";"0000122";"2019-02-28";332.25;39.87;C;USD;"010"
"003";FALSO;VERDADERO;"0003439";"0000125800";"0000175";"2019-03-08";279.71;33.57;C;USD;"010"
"004";FALSO;FALSO;"0003440";"0000127152";"0000905";"2019-03-23";11.78;1.41;E;USD;"005"
"004";FALSO;FALSO;"0003440";"0000129446";"0001713";"2019-04-17";28.05;3.37;E;USD;"011"
"004";FALSO;FALSO;"0003444";"0000128439";"0001329";"2019-04-06";16.40;1.97;E;USD;"009"
"004";FALSO;FALSO;"0003445";"0000124555";"0000015";"2019-02-18";15.58;1.87;E;USD;"009"
"003";FALSO;FALSO;"0003450";"0000130354";"0000608";"2019-04-30";23.26;2.79;E;USD;"010"
"004";FALSO;FALSO;"0003455";"0000129377";"0001683";"2019-04-17";5.49;0.66;E;USD;"011"
"004";FALSO;FALSO;"0003460";"0000124563";"0000021";"2019-02-18";5.20;0.62;E;USD;"009"
"004";FALSO;FALSO;"0003467";"0000128656";"0001417";"2019-04-09";11.31;1.36;E;USD;"009"
"004";FALSO;FALSO;"0003467";"0000128908";"0001519";"2019-04-11";17.92;2.15;E;USD;"009"
"004";FALSO;FALSO;"0003468";"0000127517";"0001017";"2019-03-27";21.28;2.48;E;USD;"010"
"003";FALSO;FALSO;"0003468";"0000127737";"0000427";"2019-03-29";10.45;1.25;E;USD;"010"
"003";FALSO;FALSO;"0003468";"0000127738";"0000428";"2019-03-29";24.73;2.89;E;USD;"010"
"004";FALSO;FALSO;"0003468";"0000128009";"0001182";"2019-04-02";11.98;1.44;E;USD;"009"
"004";FALSO;FALSO;"0003468";"0000128091";"0001214";"2019-04-03";21.03;2.47;E;USD;"005"
"003";FALSO;FALSO;"0003468";"0000128189";"0000462";"2019-04-04";8.31;0.92;E;USD;"005"
"004";FALSO;FALSO;"0003471";"0000125389";"0000311";"2019-02-28";18.63;1.86;E;USD;"009"
"004";FALSO;FALSO;"0003471";"0000129113";"0001604";"2019-04-13";6.16;0.74;E;USD;"005"
"004";FALSO;FALSO;"0003476";"0000124858";"0000145";"2019-02-21";2.90;0.35;E;USD;"009"
"004";FALSO;FALSO;"0003498";"0000126832";"0000790";"2019-03-20";6.48;0.78;E;USD;"010"
"004";FALSO;FALSO;"0003501";"0000130218";"0002014";"2019-04-27";12.25;0.90;E;USD;"005"
"004";FALSO;FALSO;"0003504";"0000126240";"0000586";"2019-03-13";11.46;1.38;E;USD;"009"
"004";FALSO;FALSO;"0003504";"0000127124";"0000893";"2019-03-23";7.56;0.91;E;USD;"009"
"003";FALSO;FALSO;"0003530";"0000125297";"0000112";"2019-02-27";2.38;0.29;E;USD;"010"
"004";FALSO;FALSO;"0003531";"0000125202";"0000279";"2019-02-26";21.74;2.61;E;USD;"005"
"003";FALSO;FALSO;"0003531";"0000127164";"0000366";"2019-03-23";19.60;2.35;E;USD;"009"
"003";FALSO;FALSO;"0003531";"0000127170";"0000369";"2019-03-23";3.22;0.39;E;USD;"009"
"004";FALSO;FALSO;"0003545";"0000125512";"0000348";"2019-03-01";16.52;1.98;E;USD;"009"
"004";FALSO;FALSO;"0003545";"0000125893";"0000482";"2019-03-08";11.65;1.40;E;USD;"011"
"004";FALSO;FALSO;"0003545";"0000126528";"0000687";"2019-03-15";4.29;0.51;E;USD;"005"
"004";FALSO;FALSO;"0003545";"0000129038";"0001582";"2019-04-12";69.51;8.34;E;USD;"009"
"004";FALSO;FALSO;"0003545";"0000129892";"0001889";"2019-04-24";2.10;0.25;E;USD;"011"
"004";FALSO;FALSO;"0003545";"0000130117";"0001976";"2019-04-26";4.20;0.50;E;USD;"009"
"004";FALSO;FALSO;"0003546";"0000125882";"0000478";"2019-03-08";18.21;2.19;E;USD;"011"
"003";FALSO;FALSO;"0003546";"0000125888";"0000178";"2019-03-08";3.00;0.36;E;USD;"009"
"004";FALSO;FALSO;"0003546";"0000127408";"0000973";"2019-03-26";13.88;1.67;E;USD;"009"
"004";FALSO;FALSO;"0003546";"0000127409";"0000974";"2019-03-26";8.55;1.03;E;USD;"005"
"004";FALSO;FALSO;"0003546";"0000128948";"0001537";"2019-04-12";7.13;0.83;E;USD;"005"
"004";FALSO;FALSO;"0003546";"0000128949";"0001538";"2019-04-12";9.51;1.14;E;USD;"009"
"004";FALSO;FALSO;"0003546";"0000129000";"0001567";"2019-04-12";1.30;0.16;E;USD;"005"
"004";FALSO;FALSO;"0003546";"0000129334";"0001671";"2019-04-16";4.42;0.48;E;USD;"011"
"004";FALSO;FALSO;"0003546";"0000129369";"0001678";"2019-04-17";8.00;0.90;E;USD;"011"
"004";FALSO;FALSO;"0003558";"0000127492";"0001005";"2019-03-27";5.94;0.71;E;USD;"010"
"004";FALSO;FALSO;"0003571";"0000129665";"0001790";"2019-04-22";10.00;1.20;E;USD;"011"
"004";FALSO;FALSO;"0003571";"0000129666";"0001791";"2019-04-22";11.12;1.33;E;USD;"005"
"004";FALSO;FALSO;"0003571";"0000129844";"0001870";"2019-04-24";17.51;2.10;E;USD;"011"
"004";FALSO;FALSO;"0003585";"0000126741";"0000758";"2019-03-19";4.73;0.57;E;USD;"009"
"004";FALSO;FALSO;"0003589";"0000126655";"0000723";"2019-03-18";7.14;0.86;E;USD;"005"
"004";FALSO;FALSO;"0003600";"0000129659";"0001786";"2019-04-22";32.16;3.86;E;USD;"005"
"003";FALSO;FALSO;"0003612";"0000125118";"0000089";"2019-02-25";19.58;2.35;E;USD;"010"
"004";FALSO;FALSO;"0003613";"0000127344";"0000956";"2019-03-26";11.86;1.35;E;USD;"005"
"003";FALSO;FALSO;"0003613";"0000130079";"0000597";"2019-04-26";18.34;2.12;E;USD;"010"
"004";FALSO;FALSO;"0003618";"0000128639";"0001411";"2019-04-09";18.84;2.26;E;USD;"009"
"004";FALSO;FALSO;"0003622";"0000124999";"0000202";"2019-02-22";6.62;0.79;E;USD;"009"
"004";FALSO;FALSO;"0003622";"0000125464";"0000334";"2019-03-01";3.11;0.37;E;USD;"005"
"004";FALSO;FALSO;"0003622";"0000126004";"0000521";"2019-03-11";8.68;1.04;E;USD;"005"
"004";FALSO;FALSO;"0003622";"0000126527";"0000686";"2019-03-15";15.57;1.87;E;USD;"005"
"004";FALSO;FALSO;"0003622";"0000127205";"0000917";"2019-03-25";19.57;2.35;E;USD;"010"
"004";FALSO;FALSO;"0003622";"0000128502";"0001354";"2019-04-08";11.52;1.38;E;USD;"005"
"003";FALSO;FALSO;"0003622";"0000128608";"0000501";"2019-04-09";5.49;0.66;E;USD;"010"
"004";FALSO;FALSO;"0003622";"0000128624";"0001403";"2019-04-09";5.49;0.66;E;USD;"009"
"004";FALSO;FALSO;"0003622";"0000128680";"0001426";"2019-04-09";8.21;0.99;E;USD;"009"
"004";FALSO;FALSO;"0003622";"0000129326";"0001670";"2019-04-16";12.41;1.49;E;USD;"011"
"003";FALSO;FALSO;"0003622";"0000129575";"0000567";"2019-04-20";10.80;1.30;E;USD;"010"
"004";FALSO;FALSO;"0003622";"0000129810";"0001857";"2019-04-23";12.29;1.47;E;USD;"009"
"004";FALSO;FALSO;"0003633";"0000127221";"0000923";"2019-03-25";3.57;0.43;E;USD;"010"
"004";FALSO;FALSO;"0003633";"0000128282";"0001277";"2019-04-05";1.79;0.21;E;USD;"005"
"004";FALSO;FALSO;"0003634";"0000124634";"0000060";"2019-02-18";5.76;0.69;E;USD;"009"
"004";FALSO;FALSO;"0003634";"0000129918";"0001899";"2019-04-24";18.07;2.17;E;USD;"009"
"004";FALSO;FALSO;"0003637";"0000126357";"0000631";"2019-03-14";8.97;1.08;E;USD;"005"
"004";FALSO;FALSO;"0003643";"0000125158";"0000260";"2019-02-26";4.24;0.51;E;USD;"005"
"004";FALSO;FALSO;"0003643";"0000126348";"0000627";"2019-03-14";16.08;1.93;E;USD;"005"
"004";FALSO;FALSO;"0003643";"0000126349";"0000628";"2019-03-14";2.10;0.25;E;USD;"005"
"004";FALSO;FALSO;"0003643";"0000127542";"0001026";"2019-03-28";8.04;0.96;E;USD;"005"
"004";FALSO;FALSO;"0003643";"0000128592";"0001394";"2019-04-09";7.59;0.91;E;USD;"005"
"004";FALSO;FALSO;"0003643";"0000129378";"0001684";"2019-04-17";4.24;0.51;E;USD;"011"
"004";FALSO;FALSO;"0003648";"0000126610";"0000709";"2019-03-16";5.13;0.62;E;USD;"010"
"004";FALSO;FALSO;"0003648";"0000128434";"0001328";"2019-04-06";5.31;0.64;E;USD;"009"
"004";FALSO;FALSO;"0003648";"0000128713";"0001441";"2019-04-10";5.94;0.71;E;USD;"009"
"004";FALSO;FALSO;"0003648";"0000128901";"0001514";"2019-04-11";5.09;0.61;E;USD;"009"
"004";FALSO;FALSO;"0003648";"0000129466";"0001721";"2019-04-18";14.96;1.80;E;USD;"011"
"004";FALSO;FALSO;"0003648";"0000130454";"0002109";"2019-04-30";2.68;0.32;E;USD;"009"
"003";FALSO;FALSO;"0003657";"0000124802";"0000045";"2019-02-21";56.25;6.75;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000124803";"0000046";"2019-02-21";60.98;7.32;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000124804";"0000047";"2019-02-21";54.45;6.53;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000124805";"0000048";"2019-02-21";105.52;12.66;E;USD;"010"
"004";FALSO;FALSO;"0003657";"0000126088";"0000548";"2019-03-12";61.38;7.37;E;USD;"005"
"004";FALSO;FALSO;"0003657";"0000126089";"0000549";"2019-03-12";48.07;5.77;E;USD;"005"
"004";FALSO;FALSO;"0003657";"0000126090";"0000550";"2019-03-12";95.31;11.44;E;USD;"005"
"004";FALSO;FALSO;"0003657";"0000126091";"0000551";"2019-03-12";109.05;13.09;E;USD;"005"
"004";FALSO;FALSO;"0003657";"0000126092";"0000552";"2019-03-12";85.63;10.28;E;USD;"005"
"004";FALSO;FALSO;"0003657";"0000126093";"0000553";"2019-03-12";65.38;7.85;E;USD;"005"
"003";FALSO;FALSO;"0003657";"0000126343";"0000251";"2019-03-14";26.61;3.19;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000127653";"0000417";"2019-03-29";95.98;11.52;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000127654";"0000418";"2019-03-29";77.28;9.27;E;USD;"010"
"003";FALSO;VERDADERO;"0003657";"0000127655";"0000419";"2019-03-29";47.37;5.68;C;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129066";"0000523";"2019-04-13";80.98;9.72;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129067";"0000524";"2019-04-13";116.16;13.94;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129586";"0000571";"2019-04-20";70.94;8.51;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129587";"0000572";"2019-04-20";50.18;6.02;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129588";"0000573";"2019-04-20";138.85;16.66;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129589";"0000574";"2019-04-20";98.21;11.79;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129591";"0000575";"2019-04-20";60.13;7.22;E;USD;"010"
"003";FALSO;FALSO;"0003657";"0000129592";"0000576";"2019-04-20";38.79;4.65;E;USD;"010"
"003";FALSO;FALSO;"0003666";"0000124539";"0000001";"2019-02-18";4.11;0.49;E;USD;"010"
"004";FALSO;FALSO;"0003666";"0000124641";"0000062";"2019-02-19";4.46;0.54;E;USD;"005"
"004";FALSO;FALSO;"0003666";"0000127647";"0001057";"2019-03-28";4.23;0.51;E;USD;"010"
"004";FALSO;FALSO;"0003668";"0000129201";"0001630";"2019-04-15";17.86;2.14;E;USD;"009"
"004";FALSO;FALSO;"0003669";"0000126691";"0000738";"2019-03-18";5.13;0.62;E;USD;"009"
"003";FALSO;VERDADERO;"0003671";"0000126338";"0000250";"2019-03-13";17.41;2.09;C;USD;"010"
"003";FALSO;FALSO;"0003672";"0000124894";"0000063";"2019-02-21";19.02;2.28;E;USD;"010"
"004";FALSO;VERDADERO;"0003673";"0000125136";"0000249";"2019-02-25";37.10;4.45;C;USD;"005"
"004";FALSO;VERDADERO;"0003673";"0000125137";"0000250";"2019-02-25";35.32;4.24;C;USD;"009"
"004";FALSO;VERDADERO;"0003673";"0000125138";"0000251";"2019-02-25";7.72;0.93;C;USD;"010"
"003";FALSO;FALSO;"0003673";"0000126181";"0000219";"2019-03-12";57.61;6.91;E;USD;"010"
"003";FALSO;FALSO;"0003673";"0000126182";"0000220";"2019-03-12";37.54;4.50;E;USD;"005"
"003";FALSO;FALSO;"0003673";"0000126183";"0000221";"2019-03-12";36.21;4.35;E;USD;"009"
"003";FALSO;FALSO;"0003673";"0000127355";"0000390";"2019-03-26";43.35;5.20;O;USD;"010"
"003";FALSO;FALSO;"0003673";"0000127356";"0000391";"2019-03-26";16.47;1.98;O;USD;"010"
"004";FALSO;FALSO;"0003673";"0000128665";"0001418";"2019-04-09";20.27;2.43;E;USD;"009"
"004";FALSO;FALSO;"0003673";"0000128979";"0001554";"2019-04-12";86.81;10.42;E;USD;"005"
"004";FALSO;FALSO;"0003688";"0000126303";"0000609";"2019-03-13";50.76;6.09;E;USD;"009"
"004";FALSO;FALSO;"0003695";"0000129470";"0001723";"2019-04-18";18.00;2.16;E;USD;"011"
"004";FALSO;FALSO;"0003697";"0000129270";"0001652";"2019-04-16";9.89;1.19;E;USD;"011"
"004";FALSO;FALSO;"0003697";"0000130286";"0002039";"2019-04-29";7.18;0.86;E;USD;"009"
"004";FALSO;FALSO;"0003700";"0000129366";"0001676";"2019-04-17";17.81;2.14;E;USD;"011"
"004";FALSO;FALSO;"0003701";"0000127594";"0001043";"2019-03-28";8.08;0.97;E;USD;"005"
"004";FALSO;FALSO;"0003702";"0000127686";"0001067";"2019-03-29";6.29;0.75;E;USD;"005"
"004";FALSO;FALSO;"0003707";"0000126631";"0000716";"2019-03-18";8.08;0.97;E;USD;"009"
"004";FALSO;FALSO;"0003707";"0000128457";"0001336";"2019-04-08";13.53;1.62;E;USD;"005"
"004";FALSO;FALSO;"0003716";"0000128882";"0001504";"2019-04-11";55.61;6.67;E;USD;"009"
"004";FALSO;FALSO;"0003718";"0000129425";"0001700";"2019-04-17";5.40;0.65;E;USD;"011"
"004";FALSO;FALSO;"0003726";"0000125447";"0000326";"2019-03-01";13.97;1.68;E;USD;"005"
"004";FALSO;FALSO;"0003732";"0000129624";"0001775";"2019-04-22";20.14;2.42;E;USD;"005"
"003";FALSO;FALSO;"0003738";"0000128062";"0000454";"2019-04-03";13.53;1.62;E;USD;"010"
"004";FALSO;FALSO;"0003738";"0000129498";"0001731";"2019-04-18";5.09;0.61;E;USD;"009"
"004";FALSO;FALSO;"0003746";"0000127525";"0001021";"2019-03-27";11.49;1.38;E;USD;"010"
"004";FALSO;FALSO;"0003746";"0000128253";"0001265";"2019-04-05";20.28;2.43;E;USD;"005"
"004";FALSO;FALSO;"0003746";"0000128254";"0001266";"2019-04-05";2.59;0.31;E;USD;"005"
"004";FALSO;FALSO;"0003746";"0000128257";"0001267";"2019-04-05";2.11;0.25;E;USD;"005"
"004";FALSO;FALSO;"0003750";"0000124541";"0000004";"2019-02-18";59.68;7.16;E;USD;"005"
"004";FALSO;FALSO;"0003750";"0000124885";"0000158";"2019-02-21";39.82;4.78;E;USD;"009"
"004";FALSO;FALSO;"0003750";"0000125603";"0000372";"2019-03-06";10.76;1.24;E;USD;"011"
"004";FALSO;FALSO;"0003750";"0000126164";"0000572";"2019-03-12";3.87;0.43;E;USD;"005"
"004";FALSO;FALSO;"0003750";"0000127644";"0001056";"2019-03-28";21.65;2.60;E;USD;"010"
"003";FALSO;FALSO;"0003750";"0000128458";"0000492";"2019-04-08";17.97;2.16;E;USD;"010"
"004";FALSO;FALSO;"0003750";"0000128473";"0001340";"2019-04-08";10.57;1.27;E;USD;"005"
"004";FALSO;FALSO;"0003750";"0000128699";"0001434";"2019-04-10";10.54;1.26;E;USD;"005"
"004";FALSO;FALSO;"0003750";"0000128700";"0001435";"2019-04-10";2.15;0.26;E;USD;"005"
"004";FALSO;FALSO;"0003750";"0000129017";"0001572";"2019-04-12";21.09;2.53;E;USD;"009"
"004";FALSO;FALSO;"0003750";"0000130373";"0002072";"2019-04-30";2.43;0.29;E;USD;"005"
"004";FALSO;FALSO;"0003751";"0000126360";"0000632";"2019-03-14";11.02;1.32;E;USD;"005"
"004";FALSO;FALSO;"0003754";"0000128535";"0001370";"2019-04-08";11.72;1.41;E;USD;"005"
"004";FALSO;FALSO;"0003754";"0000130347";"0002062";"2019-04-29";12.15;1.46;E;USD;"011"
"003";FALSO;VERDADERO;"0003765";"0000125424";"0000135";"2019-03-01";105.29;12.63;C;USD;"010"
"003";FALSO;FALSO;"0003765";"0000125425";"0000136";"2019-03-01";105.29;12.63;E;USD;"010"
"003";FALSO;FALSO;"0003765";"0000125426";"0000137";"2019-03-01";105.29;12.63;E;USD;"010"
"004";FALSO;FALSO;"0003767";"0000127474";"0000997";"2019-03-27";11.12;1.33;E;USD;"010"
